+1 1:179.0 2:136.0 3:118.0 4:136.0 5:152.0 6:125.0 7:67.0 8:136.0 9:136.0 10:103.0 11:113.0 12:128.0 13:102.0 14:116.0 15:182.0 16:177.0
-1 1:84.0 2:38.0 3:69.0 4:65.0 5:60.0 6:25.0 7:25.0 8:47.0 9:63.0 10:41.0 11:39.0 12:54.0 13:49.0 14:53.0 15:64.0 16:73.0
-1 1:68.0 2:34.0 3:40.0 4:39.0 5:40.0 6:19.0 7:14.0 8:27.0 9:45.0 10:18.0 11:18.0 12:24.0 13:28.0 14:29.0 15:33.0 16:39.0
-1 1:128.0 2:61.0 3:66.0 4:106.0 5:84.0 6:36.0 7:31.0 8:38.0 9:71.0 10:39.0 11:53.0 12:54.0 13:77.0 14:53.0 15:68.0 16:81.0
-1 1:222.0 2:75.0 3:110.0 4:102.0 5:104.0 6:56.0 7:42.0 8:82.0 9:106.0 10:64.0 11:43.0 12:55.0 13:76.0 14:89.0 15:74.0 16:106.0
-1 1:106.0 2:61.0 3:62.0 4:98.0 5:74.0 6:53.0 7:30.0 8:89.0 9:73.0 10:50.0 11:62.0 12:72.0 13:74.0 14:82.0 15:103.0 16:173.0
-1 1:94.0 2:52.0 3:78.0 4:86.0 5:51.0 6:31.0 7:24.0 8:38.0 9:86.0 10:28.0 11:47.0 12:52.0 13:79.0 14:33.0 15:64.0 16:73.0
-1 1:191.0 2:91.0 3:90.0 4:135.0 5:113.0 6:69.0 7:42.0 8:96.0 9:95.0 10:59.0 11:56.0 12:57.0 13:108.0 14:101.0 15:79.0 16:157.0
-1 1:75.0 2:41.0 3:41.0 4:46.0 5:46.0 6:30.0 7:19.0 8:29.0 9:47.0 10:18.0 11:25.0 12:40.0 13:35.0 14:35.0 15:45.0 16:58.0
-1 1:297.0 2:268.0 3:257.0 4:243.0 5:386.0 6:198.0 7:130.0 8:294.0 9:156.0 10:188.0 11:111.0 12:225.0 13:225.0 14:354.0 15:183.0 16:341.0
-1 1:403.0 2:170.0 3:236.0 4:306.0 5:193.0 6:100.0 7:90.0 8:164.0 9:294.0 10:113.0 11:141.0 12:142.0 13:225.0 14:164.0 15:223.0 16:284.0
-1 1:136.0 2:89.0 3:98.0 4:161.0 5:108.0 6:76.0 7:50.0 8:115.0 9:104.0 10:76.0 11:118.0 12:126.0 13:136.0 14:108.0 15:158.0 16:217.0
-1 1:158.0 2:89.0 3:100.0 4:176.0 5:119.0 6:83.0 7:52.0 8:96.0 9:118.0 10:66.0 11:94.0 12:99.0 13:128.0 14:112.0 15:131.0 16:210.0
-1 1:433.0 2:175.0 3:275.0 4:305.0 5:222.0 6:115.0 7:85.0 8:160.0 9:292.0 10:123.0 11:152.0 12:162.0 13:241.0 14:169.0 15:217.0 16:326.0
-1 1:132.0 2:50.0 3:71.0 4:97.0 5:70.0 6:49.0 7:24.0 8:79.0 9:78.0 10:37.0 11:56.0 12:73.0 13:70.0 14:86.0 15:93.0 16:138.0
-1 1:22.0 2:14.0 3:17.0 4:29.0 5:25.0 6:17.0 7:5.0 8:24.0 9:12.0 10:19.0 11:9.0 12:17.0 13:23.0 14:21.0 15:26.0 16:40.0
-1 1:72.0 2:37.0 3:48.0 4:52.0 5:47.0 6:21.0 7:14.0 8:39.0 9:48.0 10:27.0 11:32.0 12:27.0 13:42.0 14:36.0 15:40.0 16:45.0
-1 1:283.0 2:80.0 3:136.0 4:130.0 5:110.0 6:40.0 7:48.0 8:52.0 9:144.0 10:64.0 11:62.0 12:67.0 13:91.0 14:66.0 15:92.0 16:101.0
-1 1:97.0 2:26.0 3:53.0 4:47.0 5:26.0 6:14.0 7:12.0 8:22.0 9:61.0 10:13.0 11:31.0 12:27.0 13:39.0 14:21.0 15:36.0 16:25.0
-1 1:66.0 2:15.0 3:37.0 4:40.0 5:22.0 6:13.0 7:12.0 8:15.0 9:45.0 10:15.0 11:27.0 12:27.0 13:25.0 14:19.0 15:38.0 16:46.0
-1 1:170.0 2:94.0 3:99.0 4:138.0 5:120.0 6:63.0 7:37.0 8:70.0 9:113.0 10:53.0 11:63.0 12:48.0 13:98.0 14:80.0 15:78.0 16:112.0
-1 1:29.0 2:13.0 3:22.0 4:31.0 5:19.0 6:6.0 7:8.0 8:13.0 9:31.0 10:9.0 11:12.0 12:12.0 13:16.0 14:18.0 15:22.0 16:18.0
-1 1:146.0 2:41.0 3:93.0 4:69.0 5:54.0 6:38.0 7:22.0 8:37.0 9:91.0 10:31.0 11:41.0 12:45.0 13:58.0 14:41.0 15:52.0 16:75.0
-1 1:293.0 2:131.0 3:141.0 4:182.0 5:144.0 6:85.0 7:62.0 8:107.0 9:144.0 10:65.0 11:77.0 12:104.0 13:165.0 14:117.0 15:111.0 16:184.0
-1 1:169.0 2:85.0 3:116.0 4:142.0 5:96.0 6:53.0 7:45.0 8:121.0 9:121.0 10:89.0 11:107.0 12:106.0 13:126.0 14:88.0 15:155.0 16:201.0
-1 1:115.0 2:33.0 3:58.0 4:76.0 5:49.0 6:35.0 7:17.0 8:44.0 9:55.0 10:37.0 11:33.0 12:30.0 13:63.0 14:40.0 15:47.0 16:87.0
-1 1:155.0 2:72.0 3:86.0 4:102.0 5:77.0 6:50.0 7:44.0 8:67.0 9:101.0 10:58.0 11:73.0 12:84.0 13:82.0 14:58.0 15:113.0 16:125.0
-1 1:140.0 2:60.0 3:99.0 4:134.0 5:88.0 6:37.0 7:43.0 8:69.0 9:101.0 10:56.0 11:85.0 12:79.0 13:104.0 14:84.0 15:94.0 16:139.0
-1 1:166.0 2:79.0 3:93.0 4:106.0 5:96.0 6:49.0 7:37.0 8:62.0 9:100.0 10:52.0 11:38.0 12:63.0 13:82.0 14:64.0 15:85.0 16:99.0
-1 1:321.0 2:146.0 3:130.0 4:260.0 5:204.0 6:140.0 7:69.0 8:149.0 9:146.0 10:105.0 11:96.0 12:113.0 13:185.0 14:171.0 15:165.0 16:222.0
-1 1:214.0 2:112.0 3:113.0 4:137.0 5:136.0 6:58.0 7:52.0 8:85.0 9:141.0 10:67.0 11:57.0 12:62.0 13:85.0 14:94.0 15:105.0 16:110.0
-1 1:74.0 2:34.0 3:34.0 4:44.0 5:35.0 6:23.0 7:19.0 8:22.0 9:36.0 10:21.0 11:17.0 12:24.0 13:41.0 14:21.0 15:28.0 16:24.0
-1 1:117.0 2:70.0 3:71.0 4:91.0 5:81.0 6:23.0 7:27.0 8:35.0 9:81.0 10:32.0 11:52.0 12:36.0 13:70.0 14:41.0 15:51.0 16:71.0
-1 1:121.0 2:79.0 3:81.0 4:137.0 5:99.0 6:64.0 7:47.0 8:98.0 9:99.0 10:57.0 11:110.0 12:123.0 13:98.0 14:108.0 15:152.0 16:193.0
-1 1:89.0 2:27.0 3:66.0 4:35.0 5:39.0 6:23.0 7:9.0 8:30.0 9:65.0 10:25.0 11:26.0 12:27.0 13:24.0 14:26.0 15:42.0 16:42.0
-1 1:179.0 2:65.0 3:96.0 4:132.0 5:76.0 6:48.0 7:36.0 8:58.0 9:112.0 10:44.0 11:56.0 12:66.0 13:105.0 14:61.0 15:90.0 16:112.0
-1 1:375.0 2:161.0 3:226.0 4:289.0 5:183.0 6:61.0 7:91.0 8:153.0 9:267.0 10:104.0 11:115.0 12:146.0 13:226.0 14:162.0 15:200.0 16:297.0
-1 1:597.0 2:239.0 3:295.0 4:424.0 5:278.0 6:155.0 7:112.0 8:216.0 9:341.0 10:141.0 11:159.0 12:214.0 13:339.0 14:226.0 15:289.0 16:416.0
-1 1:200.0 2:66.0 3:131.0 4:125.0 5:92.0 6:49.0 7:31.0 8:100.0 9:130.0 10:71.0 11:69.0 12:69.0 13:100.0 14:86.0 15:108.0 16:109.0
-1 1:23.0 2:25.0 3:12.0 4:30.0 5:25.0 6:20.0 7:14.0 8:38.0 9:16.0 10:14.0 11:19.0 12:31.0 13:25.0 14:38.0 15:36.0 16:46.0
-1 1:185.0 2:119.0 3:110.0 4:119.0 5:119.0 6:74.0 7:58.0 8:97.0 9:157.0 10:59.0 11:91.0 12:93.0 13:71.0 14:96.0 15:142.0 16:150.0
-1 1:101.0 2:71.0 3:68.0 4:117.0 5:81.0 6:40.0 7:48.0 8:74.0 9:87.0 10:59.0 11:98.0 12:81.0 13:87.0 14:73.0 15:112.0 16:159.0
-1 1:172.0 2:79.0 3:80.0 4:142.0 5:109.0 6:64.0 7:44.0 8:90.0 9:92.0 10:71.0 11:88.0 12:97.0 13:100.0 14:93.0 15:136.0 16:138.0
-1 1:135.0 2:80.0 3:103.0 4:141.0 5:101.0 6:59.0 7:53.0 8:89.0 9:85.0 10:69.0 11:110.0 12:128.0 13:138.0 14:94.0 15:126.0 16:199.0
-1 1:431.0 2:188.0 3:266.0 4:271.0 5:213.0 6:140.0 7:110.0 8:157.0 9:304.0 10:136.0 11:151.0 12:151.0 13:208.0 14:156.0 15:215.0 16:249.0
-1 1:222.0 2:84.0 3:98.0 4:126.0 5:86.0 6:38.0 7:40.0 8:49.0 9:117.0 10:36.0 11:35.0 12:45.0 13:105.0 14:55.0 15:60.0 16:84.0
-1 1:91.0 2:47.0 3:82.0 4:83.0 5:63.0 6:25.0 7:31.0 8:44.0 9:88.0 10:37.0 11:75.0 12:66.0 13:60.0 14:54.0 15:79.0 16:89.0
-1 1:308.0 2:139.0 3:181.0 4:208.0 5:186.0 6:98.0 7:73.0 8:144.0 9:170.0 10:128.0 11:146.0 12:142.0 13:172.0 14:136.0 15:186.0 16:241.0
-1 1:79.0 2:41.0 3:58.0 4:61.0 5:53.0 6:32.0 7:27.0 8:53.0 9:50.0 10:46.0 11:51.0 12:44.0 13:57.0 14:46.0 15:55.0 16:87.0
-1 1:256.0 2:103.0 3:155.0 4:188.0 5:145.0 6:92.0 7:68.0 8:105.0 9:159.0 10:88.0 11:94.0 12:109.0 13:142.0 14:127.0 15:133.0 16:174.0
-1 1:315.0 2:124.0 3:177.0 4:230.0 5:163.0 6:106.0 7:55.0 8:158.0 9:191.0 10:126.0 11:133.0 12:125.0 13:176.0 14:126.0 15:211.0 16:254.0
-1 1:168.0 2:60.0 3:73.0 4:93.0 5:73.0 6:24.0 7:20.0 8:47.0 9:88.0 10:35.0 11:37.0 12:37.0 13:64.0 14:45.0 15:68.0 16:100.0
-1 1:117.0 2:58.0 3:68.0 4:68.0 5:64.0 6:49.0 7:33.0 8:57.0 9:74.0 10:39.0 11:48.0 12:56.0 13:56.0 14:57.0 15:68.0 16:99.0
-1 1:174.0 2:77.0 3:93.0 4:104.0 5:88.0 6:50.0 7:41.0 8:62.0 9:94.0 10:56.0 11:52.0 12:62.0 13:92.0 14:58.0 15:78.0 16:125.0
-1 1:216.0 2:123.0 3:119.0 4:181.0 5:142.0 6:86.0 7:65.0 8:134.0 9:121.0 10:99.0 11:93.0 12:106.0 13:159.0 14:119.0 15:143.0 16:218.0
-1 1:352.0 2:178.0 3:210.0 4:249.0 5:201.0 6:111.0 7:93.0 8:166.0 9:233.0 10:105.0 11:129.0 12:130.0 13:202.0 14:177.0 15:166.0 16:239.0
-1 1:127.0 2:52.0 3:110.0 4:69.0 5:49.0 6:21.0 7:30.0 8:37.0 9:125.0 10:37.0 11:59.0 12:42.0 13:57.0 14:27.0 15:64.0 16:40.0
-1 1:197.0 2:104.0 3:108.0 4:152.0 5:129.0 6:55.0 7:38.0 8:86.0 9:106.0 10:60.0 11:61.0 12:78.0 13:129.0 14:89.0 15:98.0 16:150.0
-1 1:332.0 2:157.0 3:171.0 4:292.0 5:177.0 6:77.0 7:91.0 8:157.0 9:210.0 10:98.0 11:140.0 12:167.0 13:232.0 14:170.0 15:214.0 16:306.0
-1 1:336.0 2:142.0 3:207.0 4:269.0 5:161.0 6:92.0 7:80.0 8:124.0 9:225.0 10:93.0 11:133.0 12:134.0 13:232.0 14:130.0 15:165.0 16:271.0
-1 1:255.0 2:78.0 3:136.0 4:155.0 5:119.0 6:48.0 7:46.0 8:69.0 9:145.0 10:65.0 11:85.0 12:82.0 13:104.0 14:91.0 15:111.0 16:139.0
-1 1:152.0 2:63.0 3:77.0 4:82.0 5:82.0 6:62.0 7:29.0 8:62.0 9:81.0 10:51.0 11:49.0 12:60.0 13:59.0 14:59.0 15:86.0 16:110.0
-1 1:108.0 2:56.0 3:75.0 4:95.0 5:66.0 6:48.0 7:41.0 8:51.0 9:90.0 10:42.0 11:61.0 12:78.0 13:70.0 14:60.0 15:94.0 16:121.0
-1 1:172.0 2:87.0 3:102.0 4:108.0 5:98.0 6:53.0 7:40.0 8:86.0 9:112.0 10:63.0 11:101.0 12:75.0 13:87.0 14:74.0 15:108.0 16:108.0
-1 1:97.0 2:23.0 3:42.0 4:56.0 5:28.0 6:18.0 7:15.0 8:28.0 9:56.0 10:17.0 11:25.0 12:30.0 13:36.0 14:31.0 15:46.0 16:61.0
-1 1:45.0 2:24.0 3:34.0 4:39.0 5:33.0 6:9.0 7:10.0 8:31.0 9:35.0 10:17.0 11:41.0 12:32.0 13:29.0 14:33.0 15:40.0 16:48.0
-1 1:147.0 2:53.0 3:83.0 4:145.0 5:74.0 6:42.0 7:32.0 8:73.0 9:106.0 10:46.0 11:53.0 12:59.0 13:100.0 14:80.0 15:97.0 16:122.0
-1 1:177.0 2:89.0 3:95.0 4:123.0 5:109.0 6:70.0 7:41.0 8:55.0 9:103.0 10:40.0 11:57.0 12:66.0 13:95.0 14:76.0 15:73.0 16:81.0
-1 1:389.0 2:201.0 3:208.0 4:340.0 5:253.0 6:137.0 7:118.0 8:228.0 9:230.0 10:177.0 11:181.0 12:229.0 13:266.0 14:221.0 15:310.0 16:448.0
-1 1:158.0 2:78.0 3:97.0 4:120.0 5:89.0 6:56.0 7:31.0 8:52.0 9:106.0 10:43.0 11:61.0 12:65.0 13:100.0 14:51.0 15:86.0 16:92.0
-1 1:169.0 2:86.0 3:67.0 4:113.0 5:94.0 6:57.0 7:34.0 8:70.0 9:85.0 10:36.0 11:44.0 12:57.0 13:87.0 14:76.0 15:77.0 16:107.0
-1 1:171.0 2:99.0 3:104.0 4:154.0 5:104.0 6:63.0 7:48.0 8:89.0 9:126.0 10:54.0 11:96.0 12:94.0 13:126.0 14:88.0 15:122.0 16:169.0
-1 1:211.0 2:107.0 3:109.0 4:168.0 5:110.0 6:52.0 7:54.0 8:103.0 9:138.0 10:61.0 11:70.0 12:77.0 13:136.0 14:99.0 15:113.0 16:185.0
-1 1:150.0 2:71.0 3:103.0 4:113.0 5:76.0 6:51.0 7:48.0 8:66.0 9:115.0 10:59.0 11:70.0 12:90.0 13:95.0 14:60.0 15:114.0 16:99.0
-1 1:247.0 2:148.0 3:150.0 4:234.0 5:178.0 6:90.0 7:80.0 8:149.0 9:161.0 10:106.0 11:144.0 12:143.0 13:193.0 14:153.0 15:180.0 16:255.0
-1 1:41.0 2:45.0 3:32.0 4:55.0 5:50.0 6:26.0 7:19.0 8:39.0 9:34.0 10:20.0 11:22.0 12:29.0 13:48.0 14:43.0 15:32.0 16:51.0
-1 1:511.0 2:194.0 3:245.0 4:308.0 5:217.0 6:94.0 7:95.0 8:126.0 9:333.0 10:101.0 11:122.0 12:117.0 13:196.0 14:143.0 15:212.0 16:190.0
